Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51
170	6	6	6	6	6	6	3	4	3	3	3	3	4	4	87	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	2	77	2	2	2	4	2	2	3	16	4	21	16	77	6	2	4	16	3	16	6	25	2	2	2	2	2	2	2	15	2	2	2	2	2	37	2	2	2	2	87	87	3	3	3	3	87	87	87	87	87	87	56	87	24	56	6	24	6	6	6	6	6	6	6	6
180	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	87	77	2	12	12	77	2	2	2	4	2	2	26	16	4	21	2	77	6	2	26	26	6	56	6	6	2	2	12	12	2	12	56	87	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	15	37	2	15	2	2	24	56	6	24	6	6	6	6	6	6	6	6
190	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	19	19	2	2	2	2	77	77	3	12	12	77	2	2	15	4	2	2	16	16	4	21	87	77	2	2	3	16	56	87	6	56	15	15	2	12	2	15	56	77	2	2	2	19	37	37	37	37	37	37	16	37	3	3	3	16	16	16	3	16	12	37	2	12	56	56	6	56	6	6	6	6	6	6	6	6
200	6	6	6	6	6	6	4	4	3	3	16	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	19	19	2	2	2	2	46	77	2	12	19	77	2	2	6	4	2	2	16	16	4	21	53	77	6	2	3	16	6	53	6	6	24	24	2	19	24	24	2	46	2	2	2	19	2	12	2	2	2	2	77	37	16	16	3	16	77	77	77	77	2	77	2	2	2	2	6	24	6	6	6	6	6	6	6	6
210	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	3	77	12	12	2	77	2	2	2	4	2	2	57	16	4	21	3	77	6	2	57	57	6	57	6	6	2	2	2	2	2	2	2	12	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	16	37	37	37	37	15	37	15	15	2	15	2	2	6	24	6	6	6	6	6	6
220	6	6	6	6	6	6	16	4	3	3	3	3	4	4	12	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	2	77	2	2	4	4	24	2	16	16	4	21	6	77	6	2	4	16	6	26	6	6	6	56	2	2	6	24	2	37	2	2	2	2	37	37	12	37	2	12	15	37	3	3	4	16	15	15	15	15	2	15	2	2	2	2	6	24	6	6	6	6	6	6	6	6
230	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	15	4	2	2	16	16	4	21	37	77	2	2	4	16	2	37	6	2	15	15	2	2	2	15	2	2	2	2	2	2	12	37	12	12	2	12	37	37	3	3	3	16	37	37	37	37	30	37	30	30	30	30	0	30	6	22	6	6	6	6	6	6
240	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	2	77	2	2	56	4	2	2	4	16	4	21	37	77	24	2	4	4	2	37	6	24	56	56	2	2	56	56	2	15	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	15	37	2	15	2	2	6	56	6	6	6	6	6	6	6	6
250	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	53	77	2	2	2	4	2	2	4	16	21	21	15	77	24	2	4	21	2	15	6	24	2	2	24	53	24	24	2	15	2	2	2	2	37	37	37	37	12	37	37	37	3	3	3	3	15	37	2	15	2	12	2	2	2	2	6	24	6	6	6	6	6	6	6	6
260	6	6	6	6	6	6	4	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	3	12	2	77	2	2	4	4	2	2	16	16	4	21	12	77	2	2	3	16	2	12	2	2	2	15	2	2	2	2	12	43	2	2	2	2	37	37	37	37	37	37	4	4	3	3	4	16	4	4	4	4	2	37	2	2	12	12	24	12	6	24	6	6	6	6	6	6
270	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	2	4	2	2	4	16	4	21	15	77	2	2	4	4	2	15	24	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	12	37	2	12	2	2	2	2	6	24	6	6	6	6	6	6
280	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	12	12	77	77	2	2	4	4	2	2	4	16	4	21	67	77	2	2	4	4	2	67	24	2	2	15	2	77	2	2	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	2	2	6	24	6	6	6	6	6	6
290	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	43	77	2	2	15	4	2	2	47	16	4	21	43	77	2	2	3	47	24	43	6	24	2	15	2	43	2	2	3	37	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	3	37	37	37	37	53	37	53	53	53	53	6	53	6	6	6	6	6	6	6	6
300	6	6	6	6	6	6	4	4	16	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	12	12	2	77	2	2	15	4	2	2	16	16	4	21	77	77	2	2	3	16	77	77	53	77	2	15	2	2	2	2	2	12	2	2	2	2	15	15	15	15	2	15	37	37	16	16	4	16	37	37	37	37	2	37	2	2	2	2	2	2	6	53	6	6	6	6	6	6
310	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	15	77	2	2	15	4	2	2	4	16	4	21	77	77	2	2	4	4	12	77	2	12	2	15	2	15	2	2	2	77	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	24	2	6	24	6	6	6	6	6	6
320	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	12	12	15	77	2	2	15	4	2	2	4	16	4	21	37	77	2	2	4	4	12	37	2	12	15	15	2	15	56	15	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	15	37	2	15	2	2	56	56	6	56	6	6	6	6	6	6
330	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	15	77	2	2	37	4	2	2	4	16	4	21	96	77	2	2	4	4	24	96	6	24	2	37	2	15	2	2	12	37	2	2	2	2	37	37	12	37	2	12	37	37	3	3	3	3	37	37	37	37	2	37	2	2	12	12	2	12	6	24	6	6	6	6	6	6
340	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	2	12	37	77	2	2	56	4	2	2	3	16	3	21	12	77	2	2	3	3	2	12	2	2	56	56	2	37	24	56	2	12	2	2	2	2	12	12	2	12	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	24	24	6	24	6	6	6	6	6	6
350	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	12	77	2	2	2	4	2	2	16	16	4	21	37	77	2	2	3	16	2	37	24	2	2	2	2	12	2	2	2	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	2	2	6	24	26	6	6	26	6	6
360	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	4	4	2	2	6	16	6	21	2	77	2	2	6	6	2	24	2	2	2	15	2	2	2	2	2	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	6	2	6	24	6	6	6	6	6	6
370	6	6	6	6	6	6	4	4	3	3	3	3	4	4	15	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	15	77	2	2	15	4	2	2	4	16	4	21	2	77	2	2	4	4	2	15	2	2	2	15	15	15	2	15	2	2	2	2	2	2	12	12	2	12	2	2	15	15	3	3	4	16	15	15	2	15	2	2	2	2	2	2	2	2	6	2	6	6	6	6	6	6
380	6	6	6	6	6	6	16	4	3	3	3	3	4	4	15	37	6	4	2	37	2	2	2	2	2	2	2	19	2	2	6	2	12	77	2	12	24	77	2	2	6	4	6	2	57	16	4	21	3	77	6	2	25	57	6	25	6	6	6	6	6	24	6	6	2	12	2	2	2	2	2	2	2	2	2	2	15	15	3	3	4	16	15	15	56	56	6	56	6	6	6	24	6	6	6	6	6	6	6	6	6	6
390	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	12	77	2	2	4	4	2	2	16	16	4	21	37	77	2	2	3	16	2	37	2	2	2	15	2	12	2	2	2	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	15	37	15	15	2	15	2	2	2	2	24	2	6	24	6	6	6	6	6	6
400	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	37	77	2	2	4	4	24	37	24	24	2	15	2	2	2	2	2	15	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	2	37	2	2	2	2	2	2	6	24	6	6	6	6	6	6
410	6	6	6	6	6	6	4	4	3	3	3	3	4	4	12	37	4	4	12	37	2	2	2	2	2	2	19	19	2	2	2	2	12	77	2	12	2	77	2	2	4	4	24	2	4	16	4	21	37	77	6	2	4	4	37	37	6	87	56	56	2	2	56	56	2	12	2	2	2	19	2	12	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	6	56	6	6	6	6	6	6	6	6
420	6	6	6	6	6	6	4	4	3	3	16	3	4	4	77	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	15	77	2	2	15	4	2	2	16	16	4	21	87	77	2	2	3	16	24	87	6	24	2	15	2	15	2	2	2	37	2	2	2	2	2	2	2	2	2	2	37	77	16	16	3	16	37	37	37	37	2	37	2	2	2	2	6	2	6	6	6	6	6	6	6	6
430	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	87	77	2	12	2	77	2	2	4	4	15	2	4	16	4	21	87	77	4	2	4	4	87	87	6	87	2	15	2	2	2	2	24	87	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	24	24	6	24	6	6	6	6	6	6	6	6
440	6	6	6	6	6	6	4	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	46	77	2	12	37	77	2	2	4	4	2	2	4	16	4	21	15	77	6	2	4	4	2	15	6	24	2	15	2	37	2	2	2	46	2	2	2	2	37	37	37	37	37	37	4	4	3	3	4	16	4	4	4	4	15	37	2	15	2	2	2	2	6	24	6	6	6	6	6	6
450	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	15	77	2	2	4	4	2	2	4	16	4	21	37	77	2	2	4	4	2	37	24	2	2	15	2	15	2	2	12	77	2	2	2	2	2	15	2	2	2	2	15	37	3	3	4	16	15	15	15	15	2	15	2	2	12	12	2	12	6	24	6	6	6	6	6	6
460	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	3	12	15	77	2	2	4	4	15	2	37	16	4	21	2	77	2	2	15	37	12	15	2	12	12	15	4	15	2	37	2	43	2	2	2	2	37	37	37	37	37	37	3	37	16	3	16	16	16	16	3	16	12	37	2	12	2	2	24	2	6	24	6	6	6	6	6	6
470	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	77	77	2	12	15	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	56	77	6	56	15	15	2	15	2	15	12	77	2	2	2	19	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	12	12	6	12	6	6	6	6	6	6	6	6
480	6	6	6	6	6	6	3	4	3	3	3	3	4	4	87	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	3	77	3	12	15	77	2	2	4	4	15	2	4	16	4	21	77	77	2	2	4	4	33	77	2	33	15	15	4	15	2	15	3	3	2	2	2	2	2	2	2	2	2	2	87	87	3	3	3	3	87	87	87	87	87	87	87	87	87	87	24	87	6	24	6	6	6	6	6	6
490	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	3	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	43	77	2	2	4	4	2	2	4	16	4	21	56	77	6	2	4	4	6	56	6	6	2	15	12	43	2	12	2	77	2	2	2	2	2	12	2	2	2	2	37	37	3	3	3	16	37	37	37	37	12	37	2	12	2	2	6	2	6	6	6	6	6	6	6	6
500	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	12	77	3	12	2	77	2	2	16	4	2	2	4	16	4	21	46	77	2	2	4	4	15	46	2	15	15	37	2	2	2	15	2	12	2	2	2	19	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	37	37	37	37	2	37	2	2	6	2	6	6	6	6	6	6
510	6	6	6	6	6	6	4	4	16	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	2	4	2	2	16	16	4	21	12	77	24	2	3	16	2	12	6	24	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	37	37	16	16	3	16	37	37	37	37	37	37	37	37	37	37	6	37	6	6	6	6	6	6	6	6
520	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	2	4	2	2	16	16	4	21	12	77	2	2	3	16	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	12	12	12	3	12	37	37	3	3	3	16	37	37	37	37	2	37	24	2	24	24	24	24	6	24	6	6	6	6	6	6
530	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	2	77	2	2	15	4	2	2	16	16	4	21	12	77	2	2	3	16	12	12	6	12	2	15	2	2	2	2	2	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	2	2	6	24	6	6	6	6	6	6
540	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	37	77	2	2	4	4	2	37	24	2	15	15	2	2	2	15	2	2	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	2	2	6	24	6	6	6	6	6	6
550	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	3	12	2	77	2	2	4	4	2	2	3	16	3	21	12	77	2	2	3	3	12	12	24	12	2	15	2	2	2	2	2	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	15	37	2	15	2	2	2	2	6	24	6	6	6	6	6	6
560	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	3	12	2	77	2	2	4	4	24	2	6	16	6	21	2	77	2	2	6	6	24	24	6	24	56	56	2	2	24	56	2	77	2	2	2	2	2	37	2	2	2	2	37	37	3	3	3	16	37	37	37	37	12	37	12	12	2	12	6	24	6	6	6	6	6	6	6	6
570	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	24	2	43	77	3	12	12	77	2	2	4	4	2	2	57	16	4	21	4	77	6	2	57	57	6	57	6	6	15	15	2	12	2	15	2	43	2	2	2	2	2	12	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	24	24	24	24	6	24	6	6	6	6	6	6	6	6
580	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	87	77	3	12	2	77	2	2	4	4	2	2	4	16	4	21	15	77	24	2	4	4	2	15	6	24	2	15	2	2	2	2	87	87	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	12	37	2	12	2	2	53	87	6	53	6	6	6	6	6	6	6	6
590	6	6	6	6	6	6	16	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	46	77	2	2	4	4	2	2	4	16	26	21	4	77	2	2	26	26	6	26	6	24	2	15	15	46	56	15	2	37	2	2	2	2	15	37	15	15	15	15	4	4	3	3	16	16	16	16	4	16	15	15	2	15	2	2	6	56	6	6	6	6	6	6	6	6
600	6	6	6	6	6	6	4	4	3	3	3	3	4	4	15	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	6	4	2	2	4	16	4	21	67	77	2	2	4	4	67	67	3	67	24	24	2	2	24	24	2	77	2	2	2	2	37	37	37	37	37	37	4	15	16	3	4	16	4	4	4	4	2	37	2	2	2	2	6	24	6	25	6	6	6	6	6	6
610	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	6	2	46	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	15	77	2	2	4	4	24	15	6	24	15	15	2	2	2	15	15	46	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	4	37	6	26	24	56	6	24	6	6	6	6	6	6	6	6
620	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	2	77	2	2	4	4	2	2	16	16	4	21	37	77	6	2	3	16	2	37	6	24	2	15	2	2	2	2	24	15	2	2	2	2	2	12	2	2	2	2	2	37	3	3	16	16	37	37	37	37	2	37	2	2	24	24	6	24	6	6	6	6	6	6	6	6
