Iteration	Posterior	Likelihood	Prior	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]
5340	-4682.18	-4678.92	-3.26134	1.619061	0.03029073	0.216249	0.299988	0.243115	0.240649
5350	-4681.72	-4677.87	-3.85004	1.798716	0.0256676	0.214231	0.306599	0.239345	0.239825
5360	-4681.76	-4678.15	-3.61466	1.804456	0.02813799	0.219578	0.29242	0.252692	0.235309
5370	-4682.38	-4678.67	-3.7168	2.290946	0.03178613	0.209956	0.306107	0.236028	0.24791
5380	-4680.84	-4677.26	-3.58003	1.764123	0.02812637	0.213739	0.298718	0.248075	0.239468
5390	-4681.77	-4678.37	-3.39931	1.828506	0.03090217	0.213074	0.286791	0.253926	0.24621
5400	-4680.69	-4677.13	-3.56353	1.957448	0.03025518	0.208178	0.294047	0.248121	0.249655
5410	-4681.64	-4677.76	-3.87573	2.018947	0.02732127	0.206843	0.29188	0.243177	0.2581
5420	-4681.85	-4678.35	-3.49534	1.912423	0.03061619	0.217507	0.307764	0.24249	0.232239
5430	-4681.93	-4678.43	-3.50171	1.915242	0.03056772	0.213676	0.313073	0.239968	0.233283
5440	-4682.07	-4678.46	-3.61431	2.111434	0.03122946	0.213038	0.296484	0.252931	0.237548
5450	-4681.86	-4678.41	-3.45161	1.68543	0.02877007	0.22025	0.297904	0.245994	0.235852
5460	-4683.51	-4679.73	-3.7846	2.040201	0.02850096	0.226527	0.30082	0.233563	0.23909
5470	-4681.98	-4678.52	-3.4627	1.735678	0.02915812	0.218613	0.300013	0.228634	0.25274
5480	-4681.17	-4677.55	-3.61408	2.067955	0.03077938	0.214824	0.295408	0.247054	0.242715
5490	-4682.02	-4678.85	-3.17236	1.794564	0.03350571	0.211959	0.303796	0.235882	0.248364
5500	-4685.88	-4682.06	-3.82564	1.899695	0.02678526	0.232866	0.300954	0.234179	0.232
5510	-4681.51	-4677.63	-3.87801	1.871035	0.02601169	0.211291	0.307813	0.239156	0.241739
5520	-4682.21	-4678.42	-3.79014	2.113378	0.02912829	0.211342	0.301916	0.252721	0.234021
5530	-4685.56	-4682.05	-3.51696	1.625349	0.02745918	0.217929	0.270809	0.261951	0.249312
5540	-4681.4	-4677.98	-3.42387	1.959566	0.03203911	0.208669	0.308663	0.243111	0.239557
5550	-4685.77	-4682.65	-3.11585	2.04392	0.03762597	0.200261	0.299396	0.243626	0.256716
5560	-4683.95	-4679.96	-3.99644	1.777702	0.02414244	0.219326	0.291139	0.257327	0.232208
5570	-4682.59	-4679	-3.58718	1.850134	0.02889104	0.22205	0.299313	0.249293	0.229344
5580	-4682.45	-4679.15	-3.2933	1.918792	0.03332969	0.219309	0.302595	0.240992	0.237103
5590	-4689.8	-4685.45	-4.35116	1.977006	0.02260265	0.19549	0.295544	0.263683	0.245282
5600	-4681.76	-4678.01	-3.75685	2.167632	0.03004278	0.210672	0.309963	0.231009	0.248355
5610	-4682.82	-4678.88	-3.94437	1.891428	0.02553977	0.215073	0.304091	0.226315	0.25452
5620	-4686.12	-4682.99	-3.13143	2.000843	0.03678359	0.220089	0.295117	0.249316	0.235478
5630	-4683.97	-4680.39	-3.58285	2.119809	0.03172086	0.201424	0.29666	0.23327	0.268646
5640	-4682.26	-4678.4	-3.86054	1.750398	0.02516033	0.21036	0.300368	0.236191	0.253081
5650	-4680.23	-4676.7	-3.53767	1.850133	0.02946107	0.212644	0.297534	0.243806	0.246016
5660	-4682.47	-4678.81	-3.66507	2.081682	0.03029414	0.20449	0.287699	0.248044	0.259767
5670	-4681.96	-4678.22	-3.73927	1.819959	0.02695876	0.212897	0.297531	0.255769	0.233803
5680	-4683.93	-4680.45	-3.4801	1.767561	0.02928511	0.208438	0.287526	0.234814	0.269222
5690	-4683.18	-4679.46	-3.72279	1.719787	0.02622568	0.226167	0.290664	0.237536	0.245633
5700	-4683.43	-4679.84	-3.59017	1.675209	0.02716654	0.224559	0.286682	0.253528	0.235231
5710	-4683.8	-4679.88	-3.91874	2.024254	0.02692044	0.211885	0.287576	0.233072	0.267467
5720	-4681.95	-4678.29	-3.66557	2.134381	0.03082406	0.217016	0.30157	0.230808	0.250606
5730	-4680.67	-4677	-3.66501	1.935537	0.02884663	0.207239	0.301348	0.237655	0.253758
5740	-4682.64	-4678.81	-3.83259	2.130372	0.02880434	0.220132	0.305314	0.228856	0.245698
5750	-4682.98	-4679.43	-3.54236	2.033347	0.0313159	0.218403	0.289415	0.255607	0.236575
5760	-4681.13	-4677.62	-3.50901	1.94968	0.03084301	0.208697	0.295378	0.253017	0.242907
5770	-4685.57	-4682.21	-3.36168	1.844423	0.031555	0.219088	0.301484	0.258561	0.220867
5780	-4682.13	-4678.24	-3.8885	1.782394	0.02516465	0.21773	0.304231	0.240669	0.23737
5790	-4681.79	-4678.08	-3.71257	2.068818	0.02959915	0.207331	0.313213	0.240021	0.239434
5800	-4682.84	-4678.78	-4.06247	1.809606	0.02381005	0.219473	0.294876	0.243432	0.24222
5810	-4684.43	-4680.68	-3.75163	2.016422	0.02864588	0.214487	0.322439	0.221393	0.24168
5820	-4684.98	-4681.65	-3.33767	2.014904	0.03385683	0.216602	0.307794	0.250175	0.225429
5830	-4681.33	-4677.53	-3.79738	2.002542	0.02801082	0.21693	0.292816	0.250371	0.239883
5840	-4682.65	-4679.06	-3.58315	2.120582	0.03172523	0.22061	0.296754	0.235409	0.247227
5850	-4681.71	-4677.93	-3.78133	1.795071	0.02630984	0.221127	0.301537	0.235451	0.241885
5860	-4682.19	-4678.81	-3.37433	1.677082	0.02957258	0.221411	0.290422	0.244135	0.244032
5870	-4681.22	-4677.79	-3.428	1.67234	0.02890341	0.214195	0.300949	0.239663	0.245193
5880	-4683.03	-4678.85	-4.18178	2.11248	0.02506414	0.214523	0.305946	0.239409	0.240122
5890	-4683.36	-4680.04	-3.32567	1.931783	0.03303725	0.201352	0.294916	0.256214	0.247518
5900	-4684.8	-4681.13	-3.66571	1.998652	0.02945704	0.199336	0.287854	0.241703	0.271107
5910	-4682.08	-4678.53	-3.54706	1.982979	0.03072306	0.222308	0.297661	0.24184	0.238191
5920	-4682.78	-4679.39	-3.39274	2.064579	0.03366806	0.20447	0.292565	0.245312	0.257654
5930	-4688.57	-4684.18	-4.38907	2.16129	0.02356908	0.225584	0.292501	0.22687	0.255045
5940	-4680.55	-4676.93	-3.61964	1.932534	0.02933723	0.208239	0.298271	0.239069	0.25442
5950	-4682.27	-4678.43	-3.84626	2.114257	0.02850161	0.20533	0.289141	0.246485	0.259044
5960	-4682.72	-4678.82	-3.89917	1.732617	0.02465615	0.222053	0.298467	0.239143	0.240337
5970	-4680.97	-4677.41	-3.55744	1.712368	0.02786932	0.217061	0.295544	0.242578	0.244818
5980	-4683.06	-4679.22	-3.83988	2.236314	0.02971886	0.201786	0.292922	0.248196	0.257096
5990	-4680.65	-4677.07	-3.58177	2.020996	0.03069161	0.214834	0.298379	0.242061	0.244727
6000	-4681.32	-4677.56	-3.76032	2.060498	0.02896622	0.213536	0.291216	0.239789	0.255458
6010	-4682.76	-4678.64	-4.12422	2.176751	0.0261239	0.208876	0.300129	0.235134	0.25586
6020	-4680.98	-4677.39	-3.58047	1.813461	0.02860438	0.20893	0.305274	0.245187	0.240609
6030	-4686.88	-4683.48	-3.39955	1.972108	0.03250329	0.231721	0.29499	0.227282	0.246008
6040	-4683.76	-4679.83	-3.929	2.111623	0.02757668	0.206569	0.281022	0.259581	0.252829
6050	-4682.89	-4678.77	-4.11774	1.996226	0.02475613	0.214983	0.303114	0.246694	0.235209
6060	-4682.97	-4679.18	-3.797	1.69334	0.02527695	0.21483	0.283183	0.248501	0.253486
6070	-4681.83	-4678.48	-3.35101	1.673084	0.02980498	0.220376	0.295487	0.240594	0.243543
6080	-4681.81	-4678.34	-3.4632	1.737228	0.02916835	0.215847	0.28923	0.23884	0.256083
6090	-4680.88	-4677.33	-3.54845	2.064297	0.0315697	0.208553	0.298955	0.244962	0.24753
6100	-4682.05	-4678.47	-3.57672	1.820439	0.02871532	0.210599	0.282655	0.255489	0.251256
6110	-4683.55	-4680.42	-3.13537	1.910863	0.03552437	0.20541	0.307534	0.244619	0.242438
6120	-4681.79	-4678.35	-3.43359	1.920348	0.03147733	0.221396	0.297214	0.237879	0.243512
6130	-4680.99	-4677.21	-3.78174	2.107166	0.02916567	0.205925	0.301864	0.242279	0.249932
6140	-4682.61	-4679.17	-3.44808	2.032221	0.03253471	0.205944	0.288025	0.248251	0.25778
6150	-4683.86	-4680.01	-3.84616	1.846852	0.02611774	0.221307	0.278267	0.247059	0.253367
6160	-4681.48	-4677.88	-3.59619	1.840804	0.02869711	0.220283	0.30326	0.229684	0.246772
6170	-4681.15	-4677.27	-3.88499	2.090791	0.0278633	0.212924	0.296038	0.248171	0.242868
6180	-4680.86	-4677.1	-3.76036	1.951149	0.02793812	0.216692	0.292239	0.247314	0.243755
6190	-4682.95	-4679.39	-3.56039	2.20255	0.03292001	0.213747	0.292827	0.24945	0.243976
6200	-4680.2	-4676.6	-3.59237	1.946553	0.02979801	0.210968	0.298907	0.240673	0.249452
6210	-4682.86	-4679.24	-3.62286	2.082384	0.03081971	0.222564	0.293225	0.243996	0.240214
6220	-4685.32	-4681.78	-3.54223	1.987476	0.03083033	0.21581	0.32109	0.239749	0.223351
6230	-4683.17	-4679.45	-3.72109	1.963221	0.02848276	0.213337	0.301541	0.222215	0.262907
6240	-4683.04	-4679.72	-3.32548	1.983359	0.03365155	0.209785	0.303777	0.2261	0.260338
6250	-4682.26	-4678.98	-3.28247	1.952506	0.03388795	0.215569	0.297719	0.234356	0.252356
6260	-4683.32	-4679.7	-3.62335	1.741522	0.02744396	0.200697	0.295231	0.249695	0.254377
6270	-4684.5	-4680.93	-3.57439	1.848651	0.02902208	0.227147	0.281301	0.25375	0.237801
6280	-4680.81	-4677.03	-3.77509	2.004947	0.02827713	0.208276	0.293252	0.245744	0.252728
6290	-4683.89	-4680.38	-3.51114	1.840574	0.02967416	0.228903	0.301569	0.229082	0.240446
6300	-4681.3	-4677.67	-3.63094	1.932732	0.02920856	0.205296	0.294482	0.241547	0.258675
6310	-4682.37	-4678.56	-3.80871	2.065323	0.02846676	0.201874	0.293118	0.245165	0.259843
6320	-4681.13	-4677.43	-3.70613	1.898081	0.02803157	0.219837	0.301969	0.233248	0.244947
6330	-4681.32	-4677.81	-3.50432	1.836868	0.02971634	0.204967	0.294913	0.249883	0.250237
6340	-4683.03	-4679.44	-3.5931	2.297628	0.03352545	0.211604	0.303413	0.239838	0.245145
6350	-4683.26	-4679.55	-3.71613	2.086308	0.02972889	0.219737	0.283081	0.245906	0.251276
6360	-4681.94	-4678.29	-3.64888	2.074224	0.03041555	0.211359	0.293642	0.233795	0.261204
6370	-4683.42	-4680.12	-3.2978	1.641044	0.03009289	0.221317	0.308922	0.227352	0.24241
6380	-4681.61	-4677.81	-3.79487	1.969609	0.0277359	0.216867	0.309174	0.229465	0.244494
6390	-4684.29	-4680.88	-3.41357	1.674221	0.02908751	0.205028	0.316789	0.234561	0.243622
6400	-4682.24	-4678.4	-3.83555	1.702688	0.02499475	0.218124	0.289919	0.2464	0.245557
6410	-4681.67	-4677.83	-3.83648	2.178076	0.02920685	0.216019	0.30091	0.240753	0.242318
6420	-4686.98	-4683.02	-3.96179	1.817338	0.02477056	0.19681	0.304838	0.23612	0.262232
6430	-4682.93	-4679.11	-3.8143	2.238464	0.03004403	0.202664	0.299242	0.236806	0.261288
6440	-4681.06	-4677.37	-3.69095	2.068319	0.02984964	0.2128	0.296583	0.235505	0.255111
6450	-4681.31	-4677.85	-3.46029	1.932444	0.03126946	0.219662	0.300481	0.237979	0.241879
6460	-4680.92	-4677.52	-3.40386	1.83578	0.03092498	0.209381	0.294184	0.247838	0.248598
6470	-4682.18	-4678.78	-3.39398	1.634586	0.02890011	0.214894	0.307357	0.238827	0.238922
6480	-4682.13	-4678.2	-3.92831	1.987981	0.02651061	0.206885	0.300297	0.253847	0.238971
6490	-4683.74	-4680.26	-3.48334	2.084598	0.03264976	0.220043	0.298879	0.225673	0.255405
6500	-4681.48	-4677.93	-3.55416	1.845218	0.02921985	0.214347	0.285066	0.248087	0.2525
6510	-4681.35	-4677.42	-3.92402	1.958122	0.02629879	0.206967	0.29597	0.248271	0.248792
6520	-4681.17	-4677.55	-3.61416	1.976195	0.02983962	0.219283	0.293917	0.240591	0.246209
6530	-4681.49	-4677.78	-3.71237	1.965382	0.02860068	0.211798	0.286348	0.245235	0.256618
6540	-4683.38	-4680.15	-3.23297	1.772875	0.03241544	0.208198	0.314993	0.227881	0.248929
6550	-4681.37	-4677.51	-3.86422	1.808125	0.02561093	0.214675	0.291722	0.244183	0.24942
6560	-4680.94	-4677.05	-3.89101	2.040725	0.02735334	0.208656	0.303509	0.242815	0.24502
6570	-4682.03	-4678.5	-3.53851	2.068338	0.03174155	0.213957	0.29538	0.252659	0.238004
6580	-4682.69	-4679.38	-3.30624	2.01048	0.03425306	0.216382	0.29448	0.238493	0.250644
6590	-4683.43	-4679.69	-3.73945	1.831156	0.02705853	0.225697	0.302685	0.242637	0.228982
6600	-4684.81	-4680.65	-4.16319	1.97196	0.02416011	0.222684	0.308734	0.23235	0.236232
6610	-4682.37	-4678.89	-3.47257	1.952805	0.03133513	0.204272	0.294756	0.237251	0.263721
6620	-4689.75	-4686.16	-3.59316	1.45628	0.02513552	0.218993	0.263862	0.269684	0.247461
6630	-4680.79	-4676.98	-3.80958	2.097647	0.02875852	0.20884	0.301502	0.244134	0.245523
6640	-4681.69	-4678.17	-3.52305	2.125895	0.03257579	0.214501	0.302998	0.239931	0.24257
6650	-4682.24	-4678.48	-3.76331	2.210439	0.0303863	0.209452	0.29366	0.237947	0.258941
6660	-4685.64	-4682.34	-3.29566	1.901906	0.03309611	0.200918	0.31081	0.255734	0.232538
6670	-4684.31	-4681.01	-3.30048	2.007756	0.03430299	0.209749	0.3065	0.221714	0.262036
6680	-4683.14	-4679.32	-3.82262	2.184192	0.02942537	0.210071	0.315816	0.225771	0.248342
6690	-4681.84	-4677.99	-3.85094	2.108894	0.02840019	0.209745	0.287624	0.249323	0.253307
6700	-4684.13	-4680.33	-3.79227	1.87198	0.02688116	0.214352	0.288859	0.228638	0.268151
6710	-4683.75	-4679.73	-4.02364	2.432505	0.02938543	0.20906	0.303501	0.241152	0.246287
6720	-4681.57	-4678.09	-3.48002	1.914401	0.03082692	0.212025	0.286354	0.251267	0.250355
6730	-4682.05	-4678.34	-3.70582	1.899186	0.02804536	0.21492	0.281636	0.25317	0.250273
6740	-4681.34	-4677.39	-3.95508	2.026695	0.02657068	0.217074	0.29677	0.241734	0.244421
6750	-4681.93	-4678.43	-3.50719	1.928076	0.03063616	0.208332	0.285414	0.251433	0.254821
6760	-4680.81	-4676.95	-3.855	1.965026	0.02706044	0.208001	0.299754	0.245637	0.246608
6770	-4682.93	-4679.34	-3.58718	2.057612	0.03100709	0.217012	0.297982	0.225596	0.25941
6780	-4681.8	-4678.21	-3.58702	1.999029	0.03039937	0.219575	0.296837	0.247386	0.236203
6790	-4685.96	-4681.98	-3.97501	2.13245	0.02727238	0.224605	0.280135	0.240703	0.254557
6800	-4686.02	-4682.85	-3.16766	1.863598	0.03443571	0.225024	0.314511	0.224089	0.236377
6810	-4681.45	-4678	-3.45047	1.835858	0.03035131	0.217512	0.300524	0.247626	0.234338
6820	-4681.23	-4677.69	-3.54969	1.699844	0.02783147	0.217401	0.302012	0.23622	0.244367
6830	-4682.23	-4678.96	-3.27144	1.739895	0.03152789	0.2214	0.302096	0.236673	0.239832
6840	-4680.77	-4676.96	-3.80769	2.019203	0.02805176	0.215231	0.29515	0.240212	0.249407
6850	-4682.83	-4679.64	-3.18887	1.794485	0.03327491	0.212861	0.303128	0.228246	0.255765
6860	-4684.33	-4681.12	-3.20598	1.805312	0.03317046	0.21459	0.292262	0.228604	0.264545
6870	-4681.62	-4678.33	-3.29618	1.885548	0.03289532	0.212222	0.302359	0.246487	0.238932
6880	-4683.16	-4679.23	-3.92359	2.141836	0.02790224	0.222636	0.297099	0.233943	0.246323
6890	-4682.04	-4678.46	-3.57867	1.71012	0.02761982	0.218237	0.288461	0.254747	0.238556
6900	-4680.66	-4677.01	-3.64561	1.934332	0.0290558	0.207924	0.305618	0.235863	0.250595
6910	-4686.28	-4682.78	-3.49597	1.738974	0.02881224	0.232625	0.29946	0.243729	0.224185
6920	-4681.26	-4677.62	-3.6391	1.867529	0.02847785	0.206739	0.306258	0.246614	0.240388
6930	-4681.95	-4678.36	-3.58245	2.011775	0.0305874	0.217487	0.286831	0.247829	0.247852
6940	-4681.82	-4678.27	-3.54532	2.083066	0.03181252	0.203812	0.296958	0.250285	0.248946
6950	-4682.71	-4679.26	-3.44903	1.938591	0.03148027	0.213295	0.284222	0.242442	0.260042
6960	-4683.34	-4679.42	-3.92756	2.291984	0.02921693	0.207664	0.292141	0.238702	0.261493
6970	-4682.76	-4679.52	-3.2349	1.58796	0.03026505	0.212869	0.297139	0.238633	0.251359
6980	-4681.54	-4677.86	-3.6762	1.709143	0.02659705	0.216017	0.295841	0.236468	0.251674
6990	-4682.33	-4678.79	-3.5452	1.677518	0.02766329	0.217468	0.283781	0.248557	0.250194
7000	-4684.86	-4681.54	-3.32594	2.010912	0.03397573	0.202	0.284538	0.254603	0.258859
7010	-4682.43	-4678.56	-3.86825	1.884437	0.02622291	0.211223	0.288425	0.238564	0.261787
7020	-4682.59	-4678.66	-3.92688	1.893506	0.02572541	0.222912	0.291181	0.24719	0.238718
7030	-4681.13	-4677.21	-3.92344	1.981599	0.02650502	0.216294	0.301574	0.237589	0.244542
7040	-4682.34	-4678.73	-3.60301	1.627421	0.02658825	0.209773	0.293052	0.247639	0.249536
7050	-4681.65	-4677.99	-3.66607	1.97105	0.02918123	0.215503	0.290057	0.255728	0.238713
7060	-4684.62	-4681.19	-3.4309	1.971721	0.03208285	0.213709	0.323718	0.22125	0.241323
7070	-4684.34	-4680.42	-3.92051	2.222659	0.02866303	0.202992	0.315675	0.227183	0.25415
7080	-4681.99	-4678.73	-3.26188	1.852342	0.03296922	0.217162	0.307537	0.234065	0.241235
7090	-4681.78	-4678.36	-3.4208	2.019806	0.03276151	0.204801	0.309402	0.239654	0.246142
7100	-4682.75	-4679.04	-3.71595	2.091993	0.0297869	0.21906	0.304282	0.224674	0.251984
7110	-4682.8	-4679.03	-3.76906	2.184727	0.03006385	0.217762	0.299434	0.247976	0.234828
7120	-4681.01	-4677.34	-3.66223	2.067067	0.03018114	0.20564	0.306038	0.242315	0.246007
7130	-4680.86	-4677.34	-3.51071	2.051806	0.03192323	0.20875	0.301924	0.239214	0.250112
7140	-4681.09	-4677.27	-3.82144	1.917337	0.0269848	0.212467	0.305827	0.243517	0.23819
7150	-4682.31	-4678.33	-3.97983	2.195736	0.02777128	0.205015	0.293961	0.246869	0.254155
7160	-4682.54	-4678.58	-3.9545	1.735967	0.02418498	0.213181	0.295074	0.249542	0.242204
7170	-4681.91	-4677.89	-4.01872	1.972092	0.025491	0.21574	0.29376	0.238003	0.252497
7180	-4682.32	-4678.69	-3.63096	2.053385	0.03042175	0.222233	0.296216	0.235311	0.24624
7190	-4682.87	-4679.43	-3.43508	1.905287	0.03129282	0.225056	0.302288	0.235433	0.237224
7200	-4682.83	-4679.19	-3.63523	1.620297	0.0262002	0.212996	0.287611	0.244677	0.254716
7210	-4681.38	-4677.82	-3.56325	1.817179	0.02883505	0.220011	0.306048	0.236842	0.237099
7220	-4684.98	-4682.01	-2.97115	1.639764	0.0343934	0.210864	0.291022	0.243165	0.254948
7230	-4681.14	-4677.43	-3.71169	2.066472	0.02958642	0.207148	0.307831	0.23386	0.251161
7240	-4680.45	-4676.83	-3.61811	1.935927	0.02938885	0.208439	0.303057	0.237279	0.251225
7250	-4683.68	-4679.83	-3.8451	2.191216	0.02923105	0.219332	0.292605	0.231096	0.256966
7260	-4680.77	-4677.09	-3.6832	1.996371	0.02923174	0.20872	0.307113	0.234045	0.250122
7270	-4683.69	-4680.32	-3.37048	1.668185	0.02952336	0.212873	0.280003	0.248769	0.258355
7280	-4681.34	-4677.6	-3.73592	2.179937	0.03041772	0.211543	0.296636	0.241127	0.250694
7290	-4681.96	-4678.23	-3.73032	2.061836	0.02932392	0.218125	0.288208	0.242559	0.251107
7300	-4685.31	-4681.93	-3.37786	1.664747	0.02940081	0.23	0.290786	0.249657	0.229557
7310	-4680.45	-4676.93	-3.51984	1.866235	0.02983617	0.213371	0.304661	0.235097	0.246871
7320	-4681.69	-4677.83	-3.86054	1.834103	0.02586732	0.21473	0.295104	0.235138	0.255028
7330	-4681.7	-4678.34	-3.36217	1.775516	0.03078299	0.221122	0.301092	0.23876	0.239026
7340	-4685.5	-4681.61	-3.89217	2.044875	0.02737781	0.202172	0.321109	0.243045	0.233673
7350	-4683.88	-4680.17	-3.70365	1.736471	0.02656714	0.220111	0.281158	0.263526	0.235206
7360	-4682.66	-4679.06	-3.6009	1.755234	0.027814	0.214301	0.305542	0.251007	0.22915
7370	-4681.62	-4677.71	-3.90415	1.854927	0.02562138	0.215194	0.288709	0.250118	0.245979
7380	-4682.28	-4678.21	-4.07115	2.183136	0.02670844	0.210689	0.292679	0.244037	0.252595
7390	-4682.07	-4678.39	-3.68561	1.918005	0.0284464	0.213331	0.305405	0.250854	0.23041
7400	-4681.2	-4677.53	-3.66806	1.943696	0.02889134	0.219216	0.291981	0.246793	0.242011
7410	-4680.59	-4677.06	-3.52131	1.912566	0.03030019	0.21406	0.293096	0.243261	0.249583
7420	-4683.58	-4680	-3.57866	1.867097	0.02915745	0.227181	0.286414	0.241484	0.244921
7430	-4683.33	-4679.92	-3.40835	1.960297	0.03225201	0.221362	0.285899	0.247978	0.244761
7440	-4682.12	-4678.89	-3.2297	1.633029	0.03083617	0.215092	0.296881	0.240999	0.247027
7450	-4687.97	-4684.89	-3.07721	1.706831	0.03374421	0.204249	0.275399	0.26199	0.258362
7460	-4681.88	-4678.51	-3.36972	1.751362	0.03042579	0.21587	0.286817	0.2515	0.245813
7470	-4684.69	-4681.43	-3.26578	1.75694	0.03179719	0.19995	0.291038	0.259369	0.249644
7480	-4684.17	-4680.5	-3.67008	2.242061	0.03188382	0.206671	0.297646	0.228525	0.267159
7490	-4681.44	-4677.83	-3.60744	1.873218	0.02888932	0.218006	0.286676	0.245056	0.250262
7500	-4680.84	-4677.17	-3.66324	2.111564	0.03061979	0.211922	0.298549	0.242803	0.246727
7510	-4681.47	-4677.93	-3.5332	1.758456	0.02858878	0.220456	0.295109	0.235231	0.249204
7520	-4683.74	-4680.69	-3.04517	1.77745	0.03512604	0.206096	0.30081	0.245827	0.247267
7530	-4683.78	-4679.69	-4.0892	2.18354	0.02652879	0.200424	0.30794	0.242035	0.249601
7540	-4682.94	-4679.6	-3.33867	1.532154	0.02846053	0.215299	0.298407	0.242123	0.244171
7550	-4681.82	-4677.97	-3.85189	1.801523	0.02567364	0.212775	0.288464	0.254119	0.244642
7560	-4682.2	-4678.22	-3.981	2.059177	0.02658427	0.216615	0.295059	0.233693	0.254633
7570	-4684.8	-4681.45	-3.35144	1.884844	0.0321463	0.200304	0.295028	0.234646	0.270023
7580	-4681.35	-4677.4	-3.95012	1.981471	0.02623699	0.208299	0.293902	0.248487	0.249312
7590	-4680.55	-4676.8	-3.74203	2.078453	0.02934895	0.21143	0.299231	0.240591	0.248749
7600	-4681.8	-4678.24	-3.55882	1.691003	0.027648	0.211163	0.30392	0.246935	0.237982
7610	-4682.85	-4679.14	-3.70983	2.268619	0.03164515	0.206798	0.292689	0.250794	0.249719
7620	-4682.69	-4679.08	-3.60357	1.821947	0.02842996	0.211044	0.316548	0.238904	0.233504
7630	-4681.05	-4677.13	-3.92012	2.027667	0.02693588	0.215994	0.29799	0.240732	0.245285
7640	-4681.83	-4678.37	-3.46182	1.763812	0.02945885	0.222749	0.292813	0.243057	0.24138
7650	-4681.85	-4678.45	-3.4014	1.903892	0.03170907	0.216031	0.292483	0.252695	0.238791
7660	-4689.8	-4685.85	-3.94707	2.270133	0.02879467	0.195464	0.297418	0.273021	0.234097
7670	-4682.24	-4678.55	-3.68186	1.896212	0.02827981	0.213984	0.283662	0.260604	0.24175
7680	-4684.18	-4680.2	-3.97923	2.049873	0.02652338	0.209777	0.287964	0.233606	0.268653
7690	-4681.34	-4677.55	-3.78735	1.915179	0.02732064	0.220533	0.294479	0.238263	0.246725
7700	-4681.24	-4677.81	-3.42655	1.71818	0.02939504	0.213289	0.303404	0.233875	0.249432
7710	-4683.43	-4679.5	-3.93271	2.130569	0.02770424	0.217657	0.30768	0.244875	0.229788
7720	-4685.04	-4681.14	-3.9057	1.99938	0.02683868	0.194892	0.296744	0.251877	0.256487
7730	-4681.33	-4677.83	-3.5057	2.018699	0.03162734	0.203583	0.303141	0.242747	0.250529
7740	-4681.56	-4678.26	-3.29382	1.71234	0.03093207	0.21006	0.30314	0.238098	0.248701
7750	-4682.36	-4679.04	-3.31909	1.889566	0.03263208	0.209364	0.31355	0.228303	0.248783
7760	-4683.46	-4679.9	-3.56317	2.067183	0.03141195	0.206636	0.287235	0.263565	0.242564
7770	-4681.91	-4678.44	-3.46448	1.958745	0.03150318	0.216672	0.309902	0.239287	0.23414
7780	-4685.12	-4681.88	-3.23805	1.578649	0.03012345	0.206356	0.3145	0.235957	0.243187
7790	-4681.29	-4677.7	-3.58332	1.85473	0.02898069	0.221945	0.297417	0.23822	0.242417
7800	-4681.89	-4678.29	-3.60497	1.960716	0.0297921	0.209846	0.315523	0.228721	0.245909
7810	-4684.97	-4681.35	-3.62629	1.989952	0.02983429	0.210211	0.317873	0.215963	0.255952
7820	-4683.13	-4679.89	-3.24031	1.825826	0.03294695	0.215859	0.302	0.251037	0.231104
7830	-4682.51	-4678.37	-4.14169	2.170324	0.02590079	0.211414	0.300827	0.245814	0.241946
7840	-4681.16	-4677.4	-3.76027	1.893151	0.02740548	0.214858	0.287865	0.251572	0.245705
7850	-4682.7	-4679.06	-3.6396	1.793142	0.02775935	0.221828	0.308253	0.239915	0.230004
7860	-4682.17	-4678.63	-3.53972	1.779674	0.02872707	0.222741	0.289056	0.238865	0.249337
7870	-4683.13	-4679.01	-4.12228	2.012096	0.02483774	0.208248	0.294501	0.256584	0.240668
7880	-4682.81	-4679.5	-3.31073	1.972146	0.03372516	0.209063	0.296623	0.255262	0.239052
7890	-4681.61	-4678.05	-3.56214	1.923097	0.0299181	0.206542	0.306619	0.249335	0.237504
7900	-4682.08	-4678.72	-3.36241	1.728218	0.03026337	0.213845	0.286876	0.244095	0.255184
7910	-4682.46	-4678.57	-3.88456	1.986607	0.02694464	0.207997	0.287562	0.260672	0.243769
7920	-4681.64	-4678.08	-3.5601	1.697806	0.0276998	0.220361	0.300925	0.234225	0.24449
7930	-4680.63	-4677.08	-3.54524	1.833839	0.02920795	0.208198	0.301026	0.246225	0.244551
7940	-4682.93	-4679.11	-3.824	1.727304	0.02531021	0.205518	0.299551	0.241052	0.25388
7950	-4682.32	-4678.44	-3.87526	1.997714	0.02713857	0.202441	0.292993	0.253505	0.25106
7960	-4683.11	-4679.6	-3.51617	1.949052	0.03074743	0.221811	0.310456	0.223239	0.244494
7970	-4684.89	-4681.11	-3.77962	1.696146	0.02546585	0.227844	0.293804	0.250611	0.227741
7980	-4681.26	-4677.67	-3.58802	1.95333	0.02991863	0.217641	0.289362	0.244917	0.24808
7990	-4682.18	-4678.51	-3.67085	2.154326	0.03096269	0.212222	0.30383	0.248603	0.235344
8000	-4681.96	-4678.11	-3.84733	1.986289	0.02732938	0.203545	0.304265	0.249277	0.242913
8010	-4683.5	-4680.07	-3.43029	2.060643	0.03309984	0.215734	0.289297	0.256318	0.238651
