Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69
460	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	4	10	4	4	2	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	6	11	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	2	10	2	2	5	5	4	4	4	10	4	4	4	4	4	4	9	4	3	3	3	3	4	14	2	2	1	9	5	5
470	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	13	4	6	13	4	10	10	10	10	10	4	4	4	10	10	10	3	3	3	3	13	10	2	2	3	15	6	6
480	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	6	1	6	6	10	6	3	3	3	3	10	10	4	10	4	4	3	10	4	4	10	10	10	10	4	4	3	10	3	3	3	3	11	3	9	11	2	2	11	9	11	11
490	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	5	4	9	5	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	2	2	2	7	9	9
500	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	6	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	6	6	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	8	1	3	3	3	3	10	10	4	10	4	4	12	8	3	10	10	10	10	10	4	4	10	10	3	10	3	3	3	3	8	3	2	2	4	12	12	12
510	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	4	8	10	10	4	10	10	10	4	4	3	10	10	10	3	3	3	3	10	10	2	2	10	14	10	10
520	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	5	11	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	10	10	6	13	3	10	10	10	10	10	4	4	10	10	10	10	3	3	3	3	10	10	2	2	4	14	13	13
530	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	5	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	2	5	1	1	1	1	1	1	1	1	1	1	2	2	1	5	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	10	3	3	6	11	2	6	4	10	10	10	10	10	4	4	3	10	7	3	3	3	3	3	1	7	8	2	2	8	2	2
540	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	7	7	1	5	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	9	10	9	9	2	12	10	10	4	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	3	2	3	3	7	7
550	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	8	1	1	1	1	1	1	1	1	1	4	8	3	3	3	3	10	10	3	10	10	10	3	10	10	10	3	10	10	10	4	4	4	10	4	4	3	3	3	3	14	10	2	2	10	14	10	10
560	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	13	8	4	4	10	10	10	10	4	4	10	10	10	10	3	3	3	3	4	10	4	2	4	4	13	13
570	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	10	10	4	4	8	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	6	1	1	1	1	1	2	7	2	5	1	1	1	1	1	1	1	1	1	1	2	2	1	5	1	1	6	6	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	3	3	3	10	3	3	13	13	3	15	10	10	4	10	10	10	4	4	4	10	10	10	3	3	3	3	10	10	2	2	12	14	15	15
580	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	3	3	10	10	10	10	10	10	2	14	4	4	10	10	4	10	4	4	4	4	4	4	3	3	3	3	13	10	2	2	5	15	5	5
590	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	10	4	3	13	4	4	10	10	4	10	4	4	1	4	13	13	3	3	3	3	8	13	2	2	10	12	10	10
600	2	2	2	2	3	3	3	3	3	3	15	10	4	4	4	4	3	3	4	4	4	10	4	4	3	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	3	10	1	3	1	1	4	4	10	10	4	10	4	4	2	4	15	15	3	3	3	3	15	15	4	2	2	15	5	5
610	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	5	11	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	10	10	13	13	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	7	3	2	2	3	7	13	13
620	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	3	7	1	5	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	13	10	3	13	3	10	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	3	2	3	3	3	3
630	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	3	3	3	10	10	4	10	4	4	14	4	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	7	3	2	2	3	7	14	14
640	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	8	8	4	4	3	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	2	2	2	7	12	12
650	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	10	10	4	13	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	1	2	6	6	13	13
660	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	3	10	1	6	4	4	10	10	10	10	4	4	10	10	10	10	3	3	3	3	3	10	2	2	2	7	5	5
670	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	8	8	3	10	10	10	3	10	4	4	10	10	10	10	3	3	3	3	10	10	2	2	1	14	8	8
680	2	2	2	2	3	3	3	3	3	3	14	10	4	4	4	4	3	3	4	4	10	10	4	4	1	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	8	10	1	8	8	1	4	10	10	10	10	10	4	4	3	10	14	14	3	3	3	3	2	14	2	2	4	2	8	8
690	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	7	7	1	5	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	14	10	4	14	4	4	1	8	10	10	3	10	10	10	4	4	4	10	4	4	3	3	3	3	14	10	2	2	2	14	5	5
700	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	7	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	5	5	1	5	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	8	1	1	1	1	8	1	1	3	3	3	3	10	10	3	10	11	7	7	11	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	3	2	1	3	11	11
710	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	9	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	1	1	7	7	1	11	5	5	5	5	1	5	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	10	3	3	11	14	2	11	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	2	3	2	2	7	2	7	7
720	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	10	10	1	13	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	2	2	7	7	11	11
730	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	10	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	1	8	4	10	10	10	10	10	4	4	10	10	3	10	3	3	3	3	3	3	2	2	2	7	5	5
740	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	10	10	13	13	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	2	2	3	7	13	13
750	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	1	8	4	4	10	10	10	10	4	4	10	10	10	10	3	3	3	3	4	10	11	2	11	15	11	11
760	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	3	3	3	10	10	4	10	10	4	6	10	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	3	2	3	3	6	6
770	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	10	10	4	4	12	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	10	3	3	9	15	11	12	4	10	4	10	4	4	4	4	4	4	10	10	3	3	3	3	10	10	2	2	4	14	15	15
780	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	3	3	3	3	10	10	4	10	4	4	1	8	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	2	3	2	2	9	2	12	12
790	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	10	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	3	7	5	5	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	7	7	11	11	15	11	15	15	15	15	1	1	1	1	1	1	1	1	14	15	3	3	3	3	10	10	4	10	4	4	12	14	4	4	10	10	10	10	4	4	3	10	10	10	3	3	3	3	4	10	2	2	2	9	12	12
800	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	3	3	3	10	10	4	10	4	4	4	4	4	4	10	10	4	10	4	4	4	4	10	10	3	3	3	3	14	10	2	2	9	14	9	9
810	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	2	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	3	3	3	3	10	3	3	7	7	1	7	10	10	3	10	10	10	4	4	10	10	10	10	3	3	3	3	3	10	2	2	13	7	13	13
820	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	1	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	5	5	5	5	1	5	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	1	8	1	1	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	7	3	2	2	13	7	13	13
830	2	2	2	2	3	3	3	3	3	3	10	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	3	3	3	3	10	10	4	10	4	4	4	8	3	10	10	10	10	10	4	4	3	10	10	10	3	3	3	3	3	10	2	2	11	7	15	15
840	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	10	10	10	10	13	13	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	2	2	2	7	15	15
850	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	10	3	3	14	10	3	15	10	10	4	10	10	10	4	4	4	10	4	4	3	3	3	3	10	10	2	2	7	14	7	7
860	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	8	1	1	1	1	1	1	1	1	1	4	8	3	3	3	3	10	10	4	10	4	4	8	4	10	10	3	10	10	10	4	4	3	10	3	3	3	3	3	3	4	3	12	2	4	12	8	8
870	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	10	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	3	3	3	3	10	10	4	10	4	4	1	13	4	10	10	10	10	10	4	4	10	10	10	10	3	3	3	3	3	10	14	2	4	14	8	8
880	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	4	4	4	8	4	10	4	10	4	4	4	4	4	4	4	4	3	3	3	3	4	10	7	2	3	14	10	10
890	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	10	10	4	4	3	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	6	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	6	6	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	10	1	3	3	3	3	10	10	3	10	3	3	1	10	10	10	4	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	2	2	1	7	1	1
900	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	12	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	10	3	3	1	15	4	1	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	3	2	3	3	10	10
910	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	4	10	4	4	10	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1	8	1	3	3	3	3	3	10	3	3	3	10	3	13	4	4	10	10	4	10	4	4	10	4	10	10	3	3	3	3	3	10	3	2	7	3	7	7
920	2	2	2	2	3	3	3	3	3	3	3	10	4	4	4	4	3	3	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	5	11	5	5	5	5	1	5	1	1	1	1	1	1	1	1	1	1	3	3	3	3	10	10	4	10	9	4	3	12	4	4	10	10	10	10	4	4	3	10	3	3	3	3	3	3	3	3	3	2	3	3	3	3
930	2	2	2	2	3	3	3	3	3	3	4	10	4	4	4	4	3	3	4	4	10	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1	1	5	1	1	1	1	1	1	1	1	1	1	1	7	7	3	3	1	1	1	1	1	1	2	7	5	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	7	1	11	1	1	1	1	1	1	1	1	1	1	1	5	1	1	6	1	3	3	3	3	10	10	4	10	4	4	6	13	10	10	4	10	10	10	4	4	4	10	4	4	3	3	7	3	2	14	2	2	3	2	6	6
